Condition;area (px^2);short axis length (px);orientation
A35;2126;42.5563558;53.48446337
A35;2184;37.34449378;86.02278974
A35;1862;38.4540321;-83.78147282
A35;1710;37.44666017;-5.301459862
A35;1715;29.58275788;30.74953954
A35;1759;39.83043333;-73.07086731
A35;1724;33.30632938;-8.363853757
A35;1073;37.42421701;4.504769662
A35;2491;41.82951631;-68.08067732
A35;1389;35.91677974;-3.409849472
A35;2027;38.86482725;-4.239195888
A35;2172;40.76737425;-86.77897155
A35;1878;40.2956173;34.59139896
A35;2746;54.95383554;-77.52752312
A35;2353;45.69861964;-8.593797936
A35;1367;35.99764757;29.0458948
A35;2651;46.26104017;-6.568845064
A35;1922;42.51265247;-13.91598083
A35;1845;38.03036178;50.40782328
A35;1724;34.79344928;43.31200729
A35;2359;39.91315735;-89.55430189
A35;2174;48.51638856;45.17863875
A35;1812;34.08344915;72.84395126
A35;2837;50.58774459;-68.80839359
A35;1614;38.18934895;-19.77111323
A35;2049;38.82973794;-20.35828062
A35;1701;36.98082147;-13.87630825
A35;1946;38.28318919;-66.6000859
A35;1929;42.95978694;-64.53964621
A35;2503;46.32650033;-77.34442588
A35;1644;41.36418104;-76.40931351
A35;1218;26.98128195;51.87447376
A35;1696;38.86884259;30.68078071
A35;1605;40.98382637;17.49657431
A35;1399;37.94678744;64.25276318
A35;1477;39.48477749;8.904309185
A35;2658;46.14740348;-21.63110949
A35;2007;46.2305595;42.09800774
A35;1488;36.648149;58.59743513
A35;1527;30.52222581;-33.40168926
A35;1669;41.15074587;-17.56534642
A35;2160;41.00504296;-8.194727697
A35;2282;46.84745437;-38.67337983
A35;2187;35.2574064;-3.368467286
A35;1659;41.10600034;45.02711109
A35;1895;38.98637595;38.22195447
A35;1834;37.81631767;59.04937761
A35;2196;42.391869;-66.30052037
A35;1724;42.61927368;11.07937589
A35;1626;40.37254302;-26.32348856
A35;1948;45.20711814;-25.09388933
A35;1734;37.6476688;23.41207509
A35;1685;34.14071738;24.91322321
A35;1620;33.73674027;-27.66737989
A35;1873;33.39832765;-59.20167516
A35;1925;40.24129091;4.013327564
A35;1451;31.25229451;-71.62440419
A35;2103;43.46117592;35.37999411
A35;2121;38.14750887;36.49239061
A35;2131;44.03960118;33.75495713
A35;1142;32.66816476;9.090466924
A35;2327;43.63574105;-32.75138698
A35;2469;47.0222254;52.95834948
A35;1524;39.82682907;-44.64292335
A35;1855;43.21235288;3.419379857
A35;1604;34.35400196;-89.15121422
A35;1681;39.53245771;-77.64815469
A35;1926;38.71544575;74.49893227
A35;1636;41.41445718;-46.39965292
A35;1898;47.82942537;-25.52129177
A35;1673;32.39345602;50.83232346
A35;1582;39.96834448;55.47449977
A35;1803;37.55725657;84.28055436
A35;1561;35.7216329;50.47901316
A35;1505;37.40380378;-44.78469163
A35;1777;39.22266754;-34.10144544
A35;1720;37.36354238;-15.2256079
A55;1650;39.96539749;-16.17516583
A55;1759;37.4834547;24.77346367
A55;1370;31.7274287;63.30721519
A55;2395;39.08641455;-73.98619394
A55;1963;32.76004275;-86.30196769
A55;1533;34.7260386;33.08734364
A55;2414;43.94629461;63.46126661
A55;1351;31.86972671;6.555221008
A55;1693;32.30154152;-25.74690114
A55;1536;25.50058148;80.07594455
A55;2782;47.65459956;-69.53098716
A55;1890;37.39323383;-53.93928449
A55;1553;37.98001165;-64.6514729
A55;1496;39.4619379;-35.29226773
A55;2423;40.07045801;-50.44043827
A55;2273;36.16264251;67.34780612
A55;1596;37.77190662;45.71558815
A55;1845;39.51572103;18.18834883
A55;1453;34.01092794;-5.929449574
A55;1856;38.18796184;-7.717402876
A55;2192;37.12749114;43.3778586
A55;1998;33.30975747;50.67323962
A55;2469;41.52369172;-41.16977961
A55;1612;37.50559984;-32.16059706
A55;1824;28.7376972;-21.66145272
A55;1366;32.82055215;59.29627301
A55;2046;38.06481017;31.37767931
A55;1732;36.89150776;4.706103943
A55;1644;35.07793537;-8.074558384
A55;2365;42.3809797;73.64113942
A55;3323;51.82628971;43.46983092
A55;1466;35.1609106;-51.23794824
A55;2076;36.77687679;42.99572368
A55;1803;33.69265674;25.08713749
A55;1263;31.29467486;62.2494731
A55;1924;36.55824777;-72.932085
A55;1750;36.88550031;-42.9491048
A55;2300;40.86987852;37.94420642
A55;2223;41.83253518;-30.86028938
A55;1552;31.21341538;-89.27924381
A55;1259;34.68694916;-4.843517105
A55;1563;32.03085089;68.21750234
A55;2291;40.93723312;-51.25119029
A55;2020;36.55392501;-16.0809026
A55;2765;48.86716012;-78.76372839
A55;2528;44.58659722;-51.87757318
A55;4155;56.41756613;48.58977708
A55;2056;42.40030248;59.01324707
A55;2082;34.76166142;57.81259023
A55;2098;41.82353454;-72.67480701
A55;3996;60.26385013;-44.1782202
A55;1574;33.06857437;83.50383793
A55;2355;41.41099061;81.39251874
A55;1544;34.87090106;-15.26278325
A55;1958;43.98282985;-42.74487653
A55;2173;40.94144654;-87.39394935
A55;2239;34.33089384;65.26501879
A55;1776;43.8660176;4.041803741
A55;1898;34.08019291;81.30698179
A55;2035;37.20330339;41.51605553
A55;1559;31.26170249;69.480279
A55;2307;37.75441926;45.8456042
A55;1773;43.75635069;-27.06539216
A55;1867;43.00783714;-68.83746516
A55;2056;39.81039327;-78.2924633
A55;1073;23.32191001;-88.40987011
A55;2095;46.98115939;-39.69142137
A55;1863;46.03943438;62.65485926
A55;2828;52.73273444;-15.06349915
A55;1384;34.13987498;60.97077189
A55;1895;39.53643983;-39.33419966
A55;1729;41.86845985;52.69374354
A55;1843;34.36243312;45.17524704
A55;2108;37.97292174;-2.246785891
A55;2121;39.69461976;-32.31123327
A55;1572;37.9802442;-9.063577727
A55;2481;41.9014215;-33.31385605
A55;1820;34.18391457;62.12405516
A55;1791;30.67940527;66.74968492
A55;2691;43.54774893;40.92963999
A55;1553;32.30529078;-58.40742407
A55;2908;47.39718909;11.64754839
A55;2144;40.21638167;61.5238688
A55;1470;36.10638923;-23.2817452
A55;2453;40.86891436;2.945961848
A55;1376;35.03451521;47.89037124
A55;2152;41.4657947;-61.01816641
A55;1741;36.26917063;-56.60561583
A55;2268;43.70305259;41.27387942
A55;1749;40.42663487;80.82987097
A55;1597;37.20539736;-31.45127329
A55;1109;38.45107709;80.80574591
A55;2370;65.96760931;80.22847391
A55;2008;43.47187358;-87.93364638
A55;2535;41.8014312;-70.35883252
A55;1765;36.4269405;-86.38697179
A55;2625;47.61706415;-35.71526464
A55;2788;47.50623984;74.69859166
A55;1510;42.43106689;-74.39669587
A55;2049;36.59469338;0.320319238
A55;3270;54.01650911;-16.55010932
A55;2331;41.35914679;-51.20162871
A55;1654;37.34017144;-74.38535606
A55;1864;36.05391581;52.7426664
A55;1720;38.08681347;46.13344707
A55;1796;35.03293021;-86.98800236
A55;1665;33.00037518;3.968604172
A55;1631;32.305877;-77.08726921
A55;2040;45.42564932;-3.069716375
A55;1759;40.28439666;-74.72444883
A55;1655;37.85629485;-12.5519893
A55;1894;39.63597104;-2.899519601
A55;2403;47.15928859;-86.74847593
A55;1630;37.44139991;0.634849219
A55;1843;38.47756623;70.77804672
A55;2263;44.39857629;36.44828117
A55;2104;38.17131288;26.04376401
A55;2161;40.43197544;-65.34468416
A55;2411;40.12878507;-0.14824162
A55;2196;46.89704708;-47.69569597
A55;2317;42.460743;26.90007532
A55;1508;37.60509084;-69.77312619
A55;1439;31.84420161;68.84314475
A55;1627;35.68627695;72.13957038
A55;2045;35.34213095;-42.71252945
A55;2664;45.17735423;25.41461049
A55;2044;43.29608515;6.074316846
A55;1699;38.45022496;48.81059039
A55;1969;39.46381329;-72.59587495
A55;1700;33.0226964;-64.21497845
A55;1443;52.41862951;-59.92157712
A55;1633;33.55927126;-9.994742302
A55;1392;31.29144987;87.16310819
A55;1646;34.29842141;-10.18209505
A55;2490;48.58806906;-70.81475687
A55;1882;30.12170271;33.02086218
A55;2630;42.26063418;0.035422453
A55;1472;33.05622375;-28.36140161
A55;1643;39.81417977;-14.57653079
A55;1676;39.69737893;0.330809993
A55;2023;37.28853846;-8.227747399
A55;1542;34.52254892;-84.0416408
A55;2474;42.46734394;46.43456058
A55;2028;38.65104999;-57.21825566
A55;2185;46.96009279;-88.7464167
A55;2356;44.97283895;-26.52331627
A55;1694;48.76734024;-32.95334394
A55;1484;29.46429911;12.5519098
A55;1617;39.8236876;77.08629643
A55;1867;35.15748346;-54.68682724
A55;1255;30.98229574;84.72987201
A55;2641;45.24858243;42.23115967
A55;1542;32.89371678;-73.60746713
A55;2277;43.27043078;-16.02255028
A55;1584;37.33044275;56.02399335
A55;1716;28.80311824;-60.46243962
A55;1130;28.89258855;63.20256511
A55;2070;40.63413089;61.85758741
A55;1611;31.53963801;-13.27859101
A55;2016;37.86804731;23.00178101
A55;1652;44.42311775;25.66485299
A55;2421;43.42429398;41.28543248
A55;1705;38.8099042;-14.42214227
A55;2223;41.40323908;82.13711676
A55;2022;36.9501187;70.52819236
A55;1738;38.64061728;87.10743873
A55;1732;35.16990587;-0.337854723
A55;1419;38.12232479;44.06968846
A55;1826;40.01406521;-31.06129673
A55;1134;30.03460476;25.73750106
A55;1558;32.19453089;-86.69522579
A55;1152;24.94319067;3.112964347
A55;1955;38.43171832;-17.47829483
A55;1726;51.19050865;-69.26727995
A55;1471;37.12197842;-51.0298506
A55;1733;42.59093759;70.75881246
A55;1345;33.90207397;48.42079768
A55;1934;44.37306816;-24.8116592
A55;1985;48.85827731;32.90067155
A55;2113;44.3842414;-84.59594723
A55;2749;47.7309684;57.55981105
A55;1411;35.79110353;51.80503337
A55;2307;39.9110545;78.66588097
A55;1741;40.56048814;78.42895549
A55;1516;30.32528922;-81.95066977
A55;1772;41.03387336;-12.62700733
A55;2653;40.99780331;-31.65486666
A55;2237;39.15542596;59.90489366
A55;1986;43.53931744;-12.64416128
A55;1723;38.72292343;27.63917401
A55;1824;39.17770191;-1.480487023
A55;1796;40.44471756;-39.71768143
A55;1977;34.68744703;-84.29326175
A55;1607;33.246918;-36.59456268
A55;1791;31.84056261;-25.29043524
A55;2080;40.67465561;-68.70318156
A55;2398;45.2140027;-2.269866151
A55;1809;35.3510946;-14.16898093
A55;1915;36.83692185;17.04475594
A55;1257;35.58022522;54.56223635
A55;2431;44.5556785;-62.92133943
A55;1196;24.50567383;39.1676262
A55;3521;57.20162697;-88.7265933
A55;1898;32.4190591;-85.13262724
A55;1793;39.50943339;56.13855685
A55;1747;34.05293542;-14.68251949
A55;1592;34.22978361;55.50311578
A55;1924;41.06027167;82.22696249
A55;1527;35.39921062;11.48932839
A55;1821;39.68024023;12.7973994
A55;2386;39.71214229;-61.53488336
A55;2374;40.99787865;-87.60492063
A55;1891;43.69500997;36.11934408
A55;2729;44.90833997;-6.763876096
A55;1841;36.70080847;-89.66091049
A55;3629;59.69518008;46.51772895
A55;2292;48.60439964;-88.12421539
A55;1974;41.02507995;78.15415003
A55;1804;41.2863815;61.6334926
A55;1952;40.830443;-50.92296702
A55;1689;36.42762088;13.38864718
A55;2102;33.54495591;-39.82482831
A55;2220;42.41370265;-53.6481915
A55;1804;38.58636618;57.18461913
A55;1691;40.80538607;-63.80348845
A55;1797;37.52995227;11.39213576
A55;2396;37.5411396;84.76705754
A55;1794;42.74008911;50.95529413
A55;1742;38.5702446;-7.789212946
A55;1684;39.35631015;51.21515187
A55;1447;36.69748915;68.45246186
A55;1956;34.02541667;41.42612945
A55;1771;36.96263074;-19.82874322
A55;4811;57.72517245;85.98233461
A55;1969;36.23695586;14.73699919
A55;1836;36.15089087;22.12246067
A55;2000;39.47055956;-19.77299522
A55;1800;38.87209667;31.04774495
A55;1086;26.50396495;80.92769197
A55;2097;41.07901307;34.79789543
A55;2138;40.91848939;25.48007127
A55;2566;47.06256543;12.89649496
A55;2290;41.9353833;-47.97587171
A55;2044;33.73512127;-81.3049302
A55;1957;40.5452587;-84.10186013
A55;1730;40.93018139;40.8140716
A55;4183;57.77438236;45.56303302
A55;2324;36.52268106;-16.87778826
A55;2367;44.92688565;5.822261062
A55;2036;41.91202061;66.75861113
A55;1948;45.18080213;-1.355455592
A55;2585;42.67012657;13.97285048
A55;1710;33.87290647;29.89020281
A55;1807;38.65850969;51.96657902
A55;1334;36.31297335;-80.75711552
A55;2377;45.20385585;60.25854825
A55;1742;36.68661642;89.91596737
A55;2545;42.28754287;6.963483143
A55;1972;37.39252925;53.37658317
A55;1501;34.83845826;-10.34967178
A55;2012;39.10416642;-69.06152773
A55;2119;34.81000766;2.369930723
A55;2360;36.58683051;82.33278266
A55;2244;40.36848054;2.119019714
A55;2162;37.49350665;86.42760295
A55;1694;36.85717929;36.24966353
A55;2373;42.08225865;87.40069356
A55;1981;43.74642478;37.33001964
A55;1973;35.39155052;7.280708084
A55;2667;47.6907114;-57.56922795
A55;2109;41.7967995;55.52639783
A55;2097;41.60652643;-65.95930702
A55;1538;34.68303685;-51.84121436
A55;2464;41.2407195;-24.71047727
A55;1688;39.16156984;-60.89205998
A55;2206;39.4468349;0.991561389
A55;1395;36.72041059;82.49980565
A55;1597;36.41610727;34.03851994
A55;1765;37.7313606;-35.18596687
A55;1746;33.71798212;-32.05032803
A55;2379;36.04504694;-68.33838174
A55;2557;43.38698296;-6.425676203
A55;2219;41.81621003;-1.941723432
A55;2412;41.03094379;57.45923213
A55;1690;39.18177565;69.77937613
A55;2199;42.89882271;65.45805145
A55;1765;32.7484023;-4.818703853
A55;2414;37.93055588;-35.55676714
A55;2193;35.93731571;17.3662567
A55;2346;41.92072297;0.168918849
A55;1946;40.56850962;7.449146497
A55;2516;48.45845555;31.87067953
A55;2181;38.36059858;8.927210008
A55;2495;41.60000321;-4.759500675
A55;2114;46.26096015;87.5017385
A55;2421;46.71612427;-31.73956132
A55;2222;38.25927897;-28.94702305
A55;3157;45.81617596;-59.97462301
A55;1650;39.98883338;81.84637628
A55;1350;33.54559024;29.5135304
A55;2354;39.66895904;-69.15666954
A65;1925;39.53141276;-81.05903544
A65;2158;42.33517406;2.244446153
A65;1796;40.73934484;-82.02997414
A65;1767;38.1714124;57.21601461
A65;2394;70.85262093;-33.09914714
A65;1766;37.48301253;88.71402939
A65;2648;49.33905973;69.30822692
A65;1936;39.43035536;-59.3354232
A65;2268;40.1521606;34.10976182
A65;1695;29.64389495;45.37120841
A65;1571;63.35672571;49.4045891
A65;1710;40.55270814;67.34950941
A65;1769;36.55620507;-55.98514711
A65;1856;40.09615297;57.25270731
A65;1673;36.12215429;66.9143726
A65;1253;35.82187511;-57.89625196
A65;2243;46.81123384;42.80734302
A65;2388;42.62129996;-50.09795449
A65;2220;41.48821417;-49.54589952
A65;2057;46.61492208;-13.70426063
A65;2919;52.90791688;88.63579939
A65;2182;42.94075949;-72.97935034
A65;1585;50.61854357;-60.23435491
A65;1837;41.21142501;8.110881901
A65;3648;51.93301953;23.64290771
A65;1599;42.00323875;26.36604131
A65;2119;39.78853717;-44.31515281
A65;2160;48.58756344;43.62749658
A65;1891;30.45428549;70.72868648
A65;1988;38.64198628;-15.48614374
A65;2281;40.32011468;-84.5311482
A65;1711;40.70555369;72.47881767
A65;1984;42.42851249;86.16176319
A65;3117;48.46292541;64.37086456
A65;1596;32.93549103;65.51115539
A65;1632;55.02262101;-2.336158334
A65;1678;35.36603336;34.8920439
A65;3800;58.93867242;71.69610162
A65;1626;53.90247995;27.20156165
A65;2343;48.99090501;-49.67673767
A65;2119;34.8880898;-3.349259835
A65;1476;34.80083299;-87.2094905
A65;2216;44.65563617;33.36292408
A65;1695;36.67467189;-56.88025775
A65;2435;40.81746366;-62.79179121
A65;1775;31.66824086;-54.84856295
A65;1986;37.66105009;-53.06092914
A65;1525;54.12043561;81.51246005
A65;1285;35.19361981;-87.46868367
A65;1890;34.23925372;-60.13753236
A65;1951;40.01110451;25.24042566
A65;1752;33.1452379;34.36856916
A65;2611;48.07367431;-68.57145344
A65;1428;43.65765715;-34.21151472
A65;1919;39.71513002;-46.55491824
A65;2000;40.31511596;-2.693266345
A65;2063;41.31046706;-12.58203771
A65;1966;41.25521934;83.24350586
A65;1916;38.4215177;12.8550802
A65;2882;53.90426568;17.15457647
A65;1016;27.81738729;38.94850578
A65;3236;56.72915701;85.54170421
A65;1510;31.42200168;-44.26587334
A65;1538;35.95507909;11.98949186
A65;1699;34.38550777;-79.29206047
A65;2215;48.62543475;68.93191597
A65;1727;37.56299479;56.02886066
A65;1614;38.4936999;3.749441363
A65;2047;46.27743207;-79.07689359
A65;1594;38.97158862;85.44388978
A65;2145;40.12945326;4.929529843
A65;1838;40.28849923;-45.23230462
A65;1905;36.68186063;0.350203555
A65;2393;44.71103097;-72.41765223
A65;2661;50.67850831;-66.43828475
A65;838;23.61036972;76.24557214
A65;2014;44.37351287;-30.196456
A65;1615;34.7605468;16.90616113
A65;2073;48.59689624;-27.4370003
A65;2153;46.30832402;-54.13688869
A65;2733;42.57320758;57.64253433
A65;1698;56.23579465;66.39425507
A65;2161;38.71510535;-76.43913185
A65;2351;87.82218378;-30.00931734
A65;1765;39.1992487;-69.27335551
A65;1530;36.45692917;-86.45371414
A65;2906;44.50934038;-84.12140947
A65;1783;32.72977003;-10.88866011
A65;1341;39.58436383;-30.48224378
A65;1652;37.5518256;39.8888677
A65;2141;79.50777502;43.02321019
A65;1458;64.48113183;27.71280294
A65;2889;46.37371817;-76.54294219
A65;1587;36.62447549;43.08711111
A65;1355;32.09086912;-34.50720921
A65;2064;41.74553996;-82.35483875
A65;1536;52.05501768;-33.179862
A65;2287;41.80852428;-30.0644537
A65;1596;40.51985857;-62.39581698
A65;1935;45.11057743;-63.92914656
A65;1490;34.83925864;51.29706679
A65;2678;50.50410762;73.72844571
A65;3319;80.5569038;50.93411496
A65;2448;44.62786285;83.28489961
A65;1427;31.37828486;-75.20162065
A65;1559;50.67107258;-14.34423597
A65;2496;46.24422376;4.6655994
A65;2994;54.25616203;1.891978152
A65;2088;34.94015636;-43.65389216
A65;2325;44.80279636;-1.378756567
A65;2104;40.29022474;-80.44853672
A65;2259;40.46718475;30.91193011
A65;2494;46.18492331;88.19741436
A65;1407;34.85721779;-63.77133367
A65;2609;48.18991599;-37.39179184
A65;1616;32.6495971;27.40365312
A65;1891;35.62803725;-78.86583416
A65;2293;38.85360763;62.84194097
A65;2083;45.22281105;-25.74612082
A65;1712;49.3898774;-41.29014251
A65;1824;44.1252081;-41.19223111
A65;1783;37.93481512;52.94122695
A65;1357;34.42966641;-54.63033559
A65;1479;35.02975412;-7.21370366
A65;2108;45.89145286;58.0529382
A65;1568;37.22562035;80.41873876
A65;1956;42.17647932;-61.98095837
A65;2167;42.90570086;-78.51164449
A65;2680;83.30316965;11.70153037
A65;4781;71.61629485;11.32298907
A65;2678;45.87972074;58.49579397
A65;2324;44.79377694;59.6009302
A65;3502;50.91742029;-50.08992348
A65;3548;52.7502877;-39.27639453
A65;2470;50.46234381;-73.51185917
A65;1821;41.30354278;-34.50435312
A65;1886;43.87393228;81.51551185
A65;2251;44.80672469;21.39885882
A65;1705;35.36927061;20.05589332
A65;2021;42.26158008;-70.10118966
A65;2108;35.52719256;-75.15747015
A65;2607;37.66282422;-36.04862998
A65;1866;37.62505463;36.59915478
A65;2248;43.08356411;78.09504433
A65;1689;38.12818035;86.96495015
A65;1721;44.80618187;80.10466089
A65;2582;43.95124142;-53.0166861
A65;1824;39.56719384;-53.46174026
A65;2199;46.06491878;-65.16315664
A65;3122;50.54309847;-12.07982686
A65;2060;43.53216566;72.01381714
A65;1516;38.15284902;-46.48964219
A65;1548;56.6963882;58.77744804
A65;1958;38.6440778;62.25192506
A65;2015;41.4932925;-7.449106631
A65;1838;41.52513801;14.26193493
A65;2160;80.90804739;38.36407293
A65;1538;50.03052623;-40.59889457
A65;1670;36.16625528;72.0752126
A65;1593;30.03215498;-22.39793991
A65;2559;45.86392678;21.56305046
A65;2622;46.0130672;-18.10934668
A65;3217;51.99208455;68.36983456
A65;1881;36.60294686;19.97074927
A65;2326;47.37115461;87.51680091
A65;2093;46.05223805;83.75606664
A65;1382;53.24909669;-47.76042024
A65;2332;40.69521724;-85.56975804
A65;1301;52.14558835;64.84653484
A65;2388;47.97355024;56.76875996
A65;2042;40.54153647;13.64756052
A65;2760;49.13098625;-56.79284266
A65;2022;42.5242391;-69.4736901
A65;2327;50.32475885;-64.89663802
A65;2210;47.94739683;-34.54341815
A65;2819;49.48927405;-79.42693853
A65;1712;40.23278347;56.63514314
A65;768;27.68397995;-5.195102811
A65;1132;34.88811147;-24.05376384
A65;848;24.13021196;-59.71557303
A65;1710;35.43466898;12.69587341
A65;1969;37.16145056;28.81110504
A65;1602;36.439089;89.93965883
A65;2277;38.24267309;37.60606848
A65;3254;55.78241006;-10.11262514
A65;1108;37.25183706;-75.99547099
A65;2069;39.29101846;84.70921348
A65;2298;39.74822347;68.98138239
A65;1164;26.26510956;-85.04842407
A65;2837;44.60880141;-50.1259986
A65;2725;49.46893865;22.97775485
A65;958;35.98565957;51.13630079
A65;1964;38.74116166;5.762506282
A65;2292;44.8038566;64.10669167
A65;2526;45.09654523;6.45706765
A65;1923;41.87117195;12.68004114
A65;1573;34.9043314;53.56565501
A65;2354;40.85130631;45.43209115
A65;1888;35.94543682;23.94282871
A65;1582;38.87691512;-17.91163572
A65;1111;42.99348169;-84.69437146
A65;1846;42.05525801;48.01932496
A65;2818;47.9420997;-44.21970068
A65;1777;36.67235956;44.11936476
A65;2012;36.10514341;48.17597739
A65;2440;50.69781042;32.89831581
A65;1370;44.96084503;-60.99435375
A65;2918;50.54079341;25.97182844
A65;1835;41.485772;14.70178841
A65;2805;46.24309387;38.19866214
A65;3041;48.67399862;28.9932634
A65;2480;38.25782151;-18.72906656
A65;2020;37.27472604;-85.38928807
A65;1692;39.0149026;-36.51117091
A65;1973;37.35694828;-18.40578606
A65;2147;44.00724121;-54.25116764
A65;2011;36.99998351;-9.827235487
A65;2885;53.52948131;-2.935322121
A65;3875;62.33954637;-39.07818047
A65;2049;43.77509776;-37.70166877
A65;3065;53.29628581;67.40674916
A65;1674;48.01402235;32.54877391
A65;2654;42.33284879;6.693093308
A65;2133;46.7539811;41.19809826
A65;1584;36.43663984;-20.1985662
A65;2246;49.69516206;-30.57994645
A65;2203;37.83628347;2.884801593
A65;2234;42.9031101;49.88531956
A65;3346;47.22303151;-76.22139867
A65;2130;43.44383438;-10.76887559
A65;1952;43.05350346;60.74940827
A65;1415;28.12810947;59.5405033
A65;1478;53.04476377;84.19562392
A65;2451;49.46853427;-23.29727196
A65;2042;40.84780665;-84.85772081
A65;2229;43.07010692;-31.4156259
A65;2425;44.29627672;-68.5539382
A65;1953;40.02177375;51.83721885
A65;1569;39.58193047;-66.11896885
A65;2175;46.19274633;86.34845328
A65;2694;51.64152765;-80.001386
A65;2108;44.17064925;88.15701819
A65;2745;47.80682249;78.25229721
A65;2633;47.30003606;-41.184659
A65;1732;34.39110362;75.89053252
A65;2022;48.70315748;87.80891531
A65;1502;47.87683131;44.39658528
A65;2980;48.64280135;79.84525163
A65;1855;38.8531729;-25.34800389
A65;2379;41.54628228;-49.82358461
A65;1879;38.58156245;30.98655929
A65;1077;27.99723348;7.596776788
A65;2166;43.57574122;63.31649061
A65;2390;44.78764882;17.17323486
A65;1293;26.37357488;86.37905844
A65;1602;51.52772162;25.97188834
A65;1400;26.66699988;-17.66698951
A65;2137;40.57270964;-23.37423317
A65;1920;39.11929947;58.69247316
A65;1326;60.22887717;51.68566198
A65;2160;42.07468722;-23.67055106
A65;2558;49.51030324;-23.23152841
A65;1945;25.22232725;-85.49392769
A65;2672;82.02211456;-22.31341972
A65;1429;33.07291981;-83.22212704
A65;2586;43.9109261;-25.74732081
A65;2926;52.2302093;-32.79148861
A65;2228;47.29251615;-78.46939174
A65;1252;44.03575147;-60.08135888
A65;1667;38.47305299;82.13096415
A65;1881;42.23274607;12.7981554
A65;2045;42.98508282;-89.37430513
A65;1953;31.52065719;-75.48135674
A65;1382;49.56864762;-50.7646494
A65;1716;52.47173976;-38.51145154
A65;1924;36.83840162;26.48223668
A65;1803;36.84354321;1.23885783
A65;1686;40.06694052;5.040886337
A65;1844;42.80180796;-66.22006735
A65;3413;52.45481294;-89.28962194
A65;3117;53.3423752;-65.56306433
A65;1523;34.53718946;12.97759424
A65;2331;42.72303897;-83.85560449
A65;1553;37.55682795;33.49959348
A65;1422;33.57873585;-64.08642521
A65;1716;49.06609602;-39.87603393
A65;2364;45.05415397;-52.95115079
A65;2586;43.46573315;-85.57393123
A65;1930;42.61106978;-63.19403633
A65;1754;39.18075724;-66.46909195
A65;2659;45.71352472;51.59886362
A65;2096;39.11008408;40.38464566
A65;2101;35.22153367;-31.74712272
A65;2147;64.74199291;-88.7263049
A65;1625;41.5302605;81.29337166
A65;2105;41.94458889;-81.51701673
A65;2657;42.74626406;83.51775736
A65;2343;42.26206163;-63.41117007
A65;2571;50.59412326;82.46196127
A65;1792;36.18732634;-78.99121151
A65;2253;45.51697815;41.1839922
A65;2451;40.9209412;53.60319375
A65;2347;80.88721732;-79.74571089
A65;835;28.05491501;-2.994369721
A65;2001;39.67928097;64.09094638
A65;2331;43.44031358;0.714279729
A65;2433;43.62593047;64.74754272
A65;2193;40.49780835;-1.173606046
A65;1536;32.07872464;-5.38382614
A85;1831;35.1314425;35.87090375
A85;3752;51.95233265;40.23009665
A85;2598;46.12475051;51.60324782
A85;1771;44.02355234;-63.34224248
A85;1883;44.40701772;-25.70976109
A85;2129;43.49352308;-10.22162937
A85;2368;44.62794098;46.67399373
A85;1644;42.00865867;6.454447277
A85;2196;46.29123812;3.122412442
A85;1647;37.30328337;26.15522142
A85;3151;58.58622465;64.31781781
A85;2396;72.92519733;34.47312102
A85;1801;40.52520504;60.50704371
A85;1729;36.21384651;-49.44327777
A85;1820;54.76929605;-17.21456112
A85;1937;36.27176268;51.15958128
A85;3193;50.10042581;7.935975624
A85;3559;51.37043679;45.51408091
A85;2696;68.27229697;81.8191649
A85;1825;53.8182396;15.80437843
A85;2062;40.19290074;-60.63825031
A85;1604;49.40227963;74.71262082
A85;2632;48.39542249;-29.62329711
A85;3162;53.91497032;-51.22859833
A85;2161;48.97035882;28.63404465
A85;2092;48.32852072;-64.4536727
A85;2535;41.31398931;-82.06723485
A85;3191;61.54926948;-85.35115416
A85;2451;52.56475036;-1.771895604
A85;2524;48.26792541;14.62871785
A85;4128;58.37916653;21.49452411
A85;2882;60.67547528;-77.68425724
A85;1532;30.76888026;-13.80448813
A85;1862;33.41025046;-84.48235112
A85;1930;42.28634399;-44.95682739
A85;2359;43.18315549;-79.08951411
A85;2845;43.50544595;76.07443514
A85;2997;43.41678175;-53.1697436
A85;3380;61.35543384;-23.97479838
A85;1810;35.00252878;65.83751133
A85;1789;42.53853834;35.71789762
A85;2643;48.71706935;-89.02255824
A85;2942;48.49099097;42.58969525
A85;1547;39.06629971;26.05139259
A85;2372;52.0040979;40.88779727
A85;2552;46.68085356;-72.52963006
A85;3352;51.60168977;-60.21482512
A85;2725;52.2875715;24.45210697
A85;3683;75.91261643;-43.15110417
A85;1557;42.80431699;43.2452586
A85;3309;56.75125253;1.201692094
A85;1807;35.30871349;27.18388493
A85;1684;59.04187373;84.95546708
A85;3188;57.72918241;-36.14855944
A85;1752;33.44247931;-24.19174258
A85;1668;40.74421947;55.96397463
A85;1026;29.39968328;-50.35175211
A85;1800;55.55979494;-47.94767261
A85;1607;35.29164037;-16.0933326
A85;2631;41.26224277;76.36554559
A85;1521;32.04503349;77.62300928
A85;2228;42.13063629;38.99051017
A85;833;27.35366263;-6.349304426
A85;3108;59.86021663;78.0366989
A85;2157;40.58275917;3.406150841
A85;3275;49.98254585;-48.05636238
A85;1142;34.50919015;26.72563733
A85;1803;36.88406315;-46.69958834
A85;4463;66.80833204;-62.06558797
